country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Maldives,MDV,14/02/2022,,,,,2288,,,,4209,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1493994635907108867
Mali,MLI,14/02/2022,,1077715,711564,,,,5.17,3.41,,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Malta,MLT,14/02/2022,1232438,467977,459742,1256,1235,238.8,90.68,89.08,2393,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Mauritania,MRT,14/02/2022,2544768,1505964,1009599,,2766,53.29,31.54,21.14,579,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Mexico,MEX,14/02/2022,172673715,84112878,77952732,192851,427489,132.56,64.57,59.84,3282,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/703736/2022.02.16_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Moldova,MDA,14/02/2022,2005222,,1023741,5932,5897,49.83,,25.44,1465,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md/
Mongolia,MNG,14/02/2022,5456193,2270398,2171647,213,814,163.88,68.19,65.23,244,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via ikon.mn,https://ikon.mn/
Montenegro,MNE,14/02/2022,659619,287893,279170,100,369,105.03,45.84,44.45,588,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
New Caledonia,NCL,14/02/2022,365039,186918,178121,,159,126.65,64.85,61.8,552,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
New Zealand,NZL,14/02/2022,10165274,4230031,3945306,,53493,198.3,82.52,76.96,10435,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data
Nicaragua,NIC,14/02/2022,,,,,22658,,,,3381,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Northern Ireland,OWID_NIR,14/02/2022,3700149,1417577,1318651,2271,2101,195.16,74.77,69.55,1108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Norway,NOR,14/02/2022,11173691,4325262,4011583,5121,8651,204.44,79.14,73.4,1583,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data
Pakistan,PAK,14/02/2022,203227145,120645745,93542689,2339218,2175773,90.24,53.57,41.54,9662,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php
Panama,PAN,14/02/2022,6758821,3174148,2523971,4581,13709,154.26,72.44,57.6,3129,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://vacunas.panamasolidario.gob.pa/vacunometro
Papua New Guinea,PNG,14/02/2022,534612,297688,236924,,613,5.86,3.26,2.6,67,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Peru,PER,14/02/2022,57265534,25210914,23156729,57462,85571,171.66,75.57,69.42,2565,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion
Philippines,PHL,14/02/2022,132013140,,61626201,,412525,118.88,,55.5,3715,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker
Poland,POL,14/02/2022,52735700,22454638,22012341,44685,65052,139.52,59.41,58.24,1721,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,14/02/2022,22509138,9641263,9286079,123217,64442,221.37,94.82,91.33,6338,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,14/02/2022,6105201,,,20943,17213,208.33,,,5874,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx
Romania,ROU,14/02/2022,16591748,,8025764,6691,9135,86.74,,41.96,478,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Russia,RUS,14/02/2022,158122926,77984384,71207119,275237,335046,108.37,53.45,48.8,2296,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saint Lucia,LCA,14/02/2022,,,,,78,,,,423,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.covid19response.lc/
Samoa,WSM,14/02/2022,275439,145589,129850,,401,137.62,72.74,64.88,2004,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Saudi Arabia,SAU,14/02/2022,59639202,25788728,23960204,131166,129475,168.76,72.97,67.8,3664,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.moh.gov.sa/
Scotland,OWID_SCT,14/02/2022,11932332,4428684,4144534,8561,6613,218.3,81.02,75.82,1210,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Serbia,SRB,14/02/2022,8447004,3340616,3255977,3346,2882,122.93,48.62,47.38,419,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/
Slovenia,SVN,14/02/2022,2948989,1262928,1216097,1558,1830,141.87,60.75,58.5,880,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via covid-19.sledilnik.org,https://covid-19.sledilnik.org/sl/stats
South Africa,ZAF,14/02/2022,31072712,20427730,17380606,63764,116231,51.75,34.02,28.95,1936,"Johnson&Johnson, Pfizer/BioNTech",Ministry of Health,https://sacoronavirus.co.za/latest-vaccine-statistics/
South Korea,KOR,14/02/2022,117108852,44749207,44240987,218009,189472,228.26,87.22,86.23,3693,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/
Spain,ESP,14/02/2022,91619524,41007734,38385465,47870,74019,196,87.73,82.12,1583,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
Sri Lanka,LKA,14/02/2022,37036441,16820188,14040972,57321,54082,172.28,78.24,65.32,2516,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,http://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-02_15.pdf
Sweden,SWE,14/02/2022,,,,,37649,,,,3706,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://fohm.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/statistik-och-analyser/statistik-over-registrerade-vaccinationer-covid-19/
Switzerland,CHE,14/02/2022,15489988,6073777,5953926,8321,10234,177.73,69.69,68.31,1174,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Taiwan,TWN,14/02/2022,44240634,19229131,17675305,291196,249437,185.46,80.61,74.09,10456,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og
Thailand,THA,14/02/2022,120405345,52856308,49241893,260513,264686,172.13,75.56,70.39,3784,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/
Timor,TLS,14/02/2022,,,,,729,,,,542,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Trinidad and Tobago,TTO,14/02/2022,1503561,738042,697792,127,1391,107.14,52.59,49.72,991,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
Tunisia,TUN,14/02/2022,12882887,7120357,6291456,8002,8568,107.94,59.66,52.71,718,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.facebook.com/santetunisie.rns.tn/posts/317518233751979
Turkey,TUR,14/02/2022,144173367,57576058,52640859,166247,149676,169.53,67.7,61.9,1760,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Ukraine,UKR,14/02/2022,31186066,15594936,15006256,59170,57648,71.75,35.88,34.52,1326,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
United Arab Emirates,ARE,14/02/2022,23855770,,9405820,5956,20769,238.77,,94.14,2079,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,14/02/2022,139117565,52522201,48777079,58329,66681,203.96,77,71.51,978,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
United States,USA,14/02/2022,548357359,252391423,213426530,202133,369744,165.16,76.02,64.28,1114,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2
Uruguay,URY,14/02/2022,7549012,2951188,2703806,12017,6090,216.6,84.68,77.58,1747,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health via vacuna.uy,https://monitor.uruguaysevacuna.gub.uy/
Wales,OWID_WLS,14/02/2022,6814519,2516883,2378179,2133,3019,214.97,79.4,75.02,952,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Albania,ALB,13/02/2022,2661838,1261189,1179476,,3923,92.65,43.9,41.05,1366,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2665804-vaksinime/
Anguilla,AIA,13/02/2022,,,,,23,,,,1521,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Argentina,ARG,13/02/2022,90901480,40035865,35456046,159182,261770,199.32,87.79,77.74,5740,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://www.argentina.gob.ar/coronavirus/vacuna/aplicadas
Armenia,ARM,13/02/2022,1959789,1067296,876951,,4890,66.03,35.96,29.55,1648,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://www.moh.am/#1/4846
Aruba,ABW,13/02/2022,,,,,59,,,,550,Pfizer/BioNTech,Government of Aruba,https://www.government.aw
Australia,AUS,13/02/2022,52308370,21911397,20363428,49378,172876,202.84,84.97,78.96,6704,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/
Azerbaijan,AZE,13/02/2022,12478257,5267458,4764254,43929,37100,122.06,51.52,46.6,3629,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Government of Azerbaijan,https://koronavirusinfo.az/storage/app/9sWKkwHJeU9OdgY7G2YVU8Ux0MmAsUuc5WuhqRpD.pdf
Bahamas,BHS,13/02/2022,,,,,328,,,,826,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Barbados,BRB,13/02/2022,307913,159507,148406,105,160,107.02,55.44,51.58,556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://www.facebook.com/moh.barbados/posts/313551277477747
Belgium,BEL,13/02/2022,24590322,9191469,8991967,10433,30776,211.4,79.02,77.3,2646,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Bhutan,BTN,13/02/2022,1507848,594872,572425,,7187,193.34,76.28,73.4,9215,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Bolivia,BOL,13/02/2022,12247228,6824607,5451936,5427,29694,103.5,57.67,46.07,2509,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via https://www.boligrafica.com/,https://github.com/dquintani/vacunacion/
Brazil,BRA,13/02/2022,378011196,174214439,152338804,384881,1212875,176.65,81.41,71.19,5668,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Bulgaria,BGR,13/02/2022,4245453,,2027162,999,5651,61.56,,29.39,819,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Cambodia,KHM,13/02/2022,33776534,14376883,13797431,49446,56719,199.31,84.84,81.42,3347,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://www.facebook.com/MinistryofHealthofCambodia/posts/316017637221673
Canada,CAN,13/02/2022,79824010,32468890,30597618,,130831,209.69,85.29,80.38,3437,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Chile,CHL,13/02/2022,47403480,17698967,17085234,685,60572,246.73,92.12,88.93,3153,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19
China,CHN,13/02/2022,3046687000,,,4311000,5689286,210.96,,,3939,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202202/6564cf2132254ab0b1ec82d94e33a4f3.shtml
Colombia,COL,13/02/2022,74852552,40918363,32775467,85907,218177,146.01,79.82,63.93,4256,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://docs.google.com/spreadsheets/d/1eblBeozGn1soDGXbOIicwyEDkUqNMzzpJoAKw84TTA4
Comoros,COM,13/02/2022,,,,,0,,,,0,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Cook Islands,COK,13/02/2022,,,,,6,,,,341,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Costa Rica,CRI,13/02/2022,,,,,20143,,,,3920,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Croatia,HRV,13/02/2022,5159918,2301799,2219165,39,3865,126.42,56.39,54.37,947,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Cuba,CUB,13/02/2022,34748037,10591716,9858220,12308,24400,307.03,93.59,87.11,2156,"Abdala, Soberana02",Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Curacao,CUW,13/02/2022,242801,106342,97912,87,159,147.33,64.53,59.41,965,"Moderna, Pfizer/BioNTech",Government of Curacao,https://bakuna.cw/
Cyprus,CYP,13/02/2022,1755020,686195,641582,,2385,195.87,76.58,71.6,2662,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Czechia,CZE,13/02/2022,17267645,6935172,6820065,1888,13223,161.01,64.67,63.59,1233,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,13/02/2022,13149251,4845142,4739253,2102,3824,226.19,83.35,81.52,658,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata
Dominica,DMA,13/02/2022,,,,,29,,,,402,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Dominican Republic,DOM,13/02/2022,15061149,7022854,5839347,3025,17589,137.5,64.11,53.31,1606,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Public Health,https://vacunate.gob.do/
Ecuador,ECU,13/02/2022,30857342,14716622,13435227,28256,69319,172.5,82.27,75.11,3875,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
El Salvador,SLV,13/02/2022,10094444,4551622,4229126,,6903,154.86,69.83,64.88,1059,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/
England,OWID_ENG,13/02/2022,116625201,44151962,40919299,31272,56235,206.23,78.08,72.36,994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Estonia,EST,13/02/2022,1939782,856093,834891,522,1290,146.38,64.6,63,973,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
Ethiopia,ETH,13/02/2022,,,,,12752,,,,108,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/FMoHealth/status/1494035503578034176
Faeroe Islands,FRO,13/02/2022,,,,,26,,,,530,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Fiji,FJI,13/02/2022,,,,,333,,,,369,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Finland,FIN,13/02/2022,11367650,4465036,4205912,12083,19916,204.88,80.47,75.8,3590,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov
France,FRA,13/02/2022,139344748,53913513,52015960,34488,187504,206.68,79.96,77.15,2781,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
French Polynesia,PYF,13/02/2022,,,,,209,,,,740,"Johnson&Johnson, Pfizer/BioNTech",SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Georgia,GEO,13/02/2022,2775482,1541916,1233566,727,3204,69.74,38.74,31,805,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/
Germany,DEU,13/02/2022,168102426,63298702,62246573,31597,187717,200.36,75.44,74.19,2237,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,13/02/2022,,,,,74,,,,2196,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1493958047420620808
Greece,GRC,13/02/2022,19619996,7820419,7413529,10466,34554,189.19,75.41,71.49,3332,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greenland,GRL,13/02/2022,,,,,12,,,,211,Moderna,Government of Greenland,https://corona.nun.gl
Guatemala,GTM,13/02/2022,14071435,7074836,5471976,15552,47436,77.1,38.77,29.98,2599,"Moderna, Oxford/AstraZeneca",Ministry of Health,https://gtmvigilanciacovid.shinyapps.io/3869aac0fb95d6baf2c80f19f2da5f98
Guernsey,GGY,13/02/2022,,,,,85,,,,1341,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats
Guinea-Bissau,GNB,13/02/2022,,,,,9601,,,,4764,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Hong Kong,HKG,13/02/2022,11840914,5618244,4990540,50930,77544,156.78,74.39,66.08,10267,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age
Hungary,HUN,13/02/2022,,,,,8965,,,,931,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-385-ezer-beoltott-8578-az-uj-fertozott-es-elhunyt-115-beteg
Iceland,ISL,13/02/2022,,,,,860,,,,2332,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,13/02/2022,1727912049,958033046,753481207,4540768,4575122,124.01,68.75,54.07,3283,"Covaxin, Oxford/AstraZeneca, Sputnik V",Government of India,https://dashboard.cowin.gov.in/
Indonesia,IDN,13/02/2022,,188282851,135766676,,1283610,,68.13,49.13,4645,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Indonesia,https://data.covid19.go.id/public/index.html
Iran,IRN,13/02/2022,137659890,61568128,54812067,325588,342174,161.9,72.41,64.46,4024,"COVIran Barekat, Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Soberana02, Sputnik V",World Health Organization,https://irangov.ir/detail/380273
Iraq,IRQ,13/02/2022,16257861,9589248,6570825,,40689,39.48,23.29,15.96,988,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Ireland,IRL,13/02/2022,10510774,4039049,3940200,10105,8225,210.94,81.06,79.07,1651,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle of Man,IMN,13/02/2022,,,,,57,,,,667,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,13/02/2022,17962140,6696240,6113631,7140,6106,193.33,72.07,65.8,657,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,13/02/2022,132128702,50516150,46919577,119032,234499,218.87,83.68,77.72,3885,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv
Jamaica,JAM,13/02/2022,1334176,756556,637492,1242,2105,44.87,25.44,21.44,708,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://vaccination.moh.gov.jm/
Japan,JPN,13/02/2022,213438155,101514450,99992642,,665088,169.33,80.53,79.33,5276,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Prime Minister's Office,https://www.kantei.go.jp/jp/headline/kansensho/vaccine.html
Kazakhstan,KAZ,13/02/2022,20273902,9294766,8871476,2118887,318409,106.73,48.93,46.7,16763,"QazVac, Sinopharm/Beijing, Sputnik V",Government of Kazakhstan,https://www.coronavirus2020.kz/
Kenya,KEN,13/02/2022,15236700,8054405,6958610,205947,233947,27.71,14.65,12.66,4255,"Oxford/AstraZeneca, Sputnik V",Ministry of Health,https://www.health.go.ke/wp-content/uploads/2022/02/MINISTRY-OF-HEALTH-KENYA-COVID-19-IMMUNIZATION-STATUS-REPORT-14TH-FEBRUARY-2022.pdf
Kosovo,OWID_KOS,13/02/2022,1801246,897068,810844,,1210,101.07,50.34,45.5,679,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.facebook.com/Ministria.Shendetesise.RKS/posts/252034067100416
Kyrgyzstan,KGZ,13/02/2022,2599981,1380159,1120886,4783,8795,39.23,20.82,16.91,1327,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/
Laos,LAO,13/02/2022,9057962,4819056,4238906,,48048,122.75,65.3,57.44,6511,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://www.covid19.gov.la/index.php
Latvia,LVA,13/02/2022,2829897,1340675,1294457,356,2826,151.58,71.81,69.34,1514,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
